timestamp,open,high,low,close,volume
1736208060,102228.0,102228.0,102228.0,102228.0,0.00114705
1736208120,102214.0,102225.0,102214.0,102215.0,0.42548035
1736208180,102214.0,102220.0,102214.0,102220.0,0.24356262
1736208240,102214.0,102214.0,102163.0,102163.0,0.03850259
1736208300,102156.0,102168.0,102156.0,102168.0,0.02158
1736208360,102142.0,102146.0,102142.0,102143.0,0.72662627
1736208420,102045.0,102045.0,102017.0,102031.0,0.10714
1736208480,102053.0,102074.0,102053.0,102074.0,0.11107043
1736208540,102027.0,102052.0,102027.0,102052.0,0.23874876
1736208600,102073.0,102073.0,102073.0,102073.0,0.00095605
1736208660,102102.0,102102.0,102102.0,102102.0,0.0012088
1736208720,102083.0,102084.0,102083.0,102084.0,0.00667
1736208780,102087.0,102087.0,102087.0,102087.0,0.0233
1736208840,102086.0,102086.0,102079.0,102085.0,0.13184445
1736208900,102113.0,102113.0,102072.0,102081.0,0.33118475
1736208960,101997.0,102058.0,101997.0,102057.0,0.34046578
1736209020,102071.0,102071.0,102071.0,102071.0,0.0055
1736209080,102105.0,102143.0,102105.0,102143.0,0.17558264
1736209140,102147.0,102147.0,102131.0,102138.0,0.44795743
1736209200,102136.0,102136.0,102136.0,102136.0,0.0105
1736209260,102138.0,102138.0,102138.0,102138.0,0.00635
1736209320,102168.0,102208.0,102168.0,102205.0,0.0917
1736209380,102205.0,102205.0,102205.0,102205.0,0.0
1736209440,102258.0,102261.0,102258.0,102261.0,0.61437304
1736209500,102261.0,102261.0,102261.0,102261.0,0.0
1736209560,102175.0,102177.0,102175.0,102175.0,0.11338056
1736209620,102192.0,102266.0,102192.0,102266.0,0.02662714
1736209680,102273.0,102430.0,102273.0,102430.0,1.1247547
1736209740,102411.0,102457.0,102411.0,102429.0,2.12322419
1736209800,102362.0,102403.0,102362.0,102385.0,0.01149723
1736209860,102385.0,102385.0,102343.0,102343.0,0.04823
1736209920,102390.0,102411.0,102390.0,102411.0,0.0392
1736209980,102431.0,102431.0,102414.0,102416.0,0.14074285
1736210040,102419.0,102500.0,102405.0,102500.0,2.16176494
1736210100,102500.0,102760.0,102500.0,102649.0,5.41130206
1736210160,102734.0,102734.0,102550.0,102550.0,0.28703015
1736210220,102550.0,102550.0,102423.0,102453.0,0.11175622
1736210280,102530.0,102530.0,102508.0,102508.0,0.07511591
1736210340,102442.0,102442.0,102329.0,102329.0,0.73483415
1736210400,102342.0,102351.0,102196.0,102196.0,1.05311841
1736210460,102271.0,102271.0,102271.0,102271.0,0.00154672
1736210520,102220.0,102256.0,102220.0,102256.0,0.21691
1736210580,102230.0,102230.0,102188.0,102196.0,0.02088281
1736210640,102150.0,102150.0,102058.0,102088.0,1.34839242
1736210700,102116.0,102117.0,102096.0,102096.0,0.10653687
1736210760,102096.0,102103.0,102002.0,102002.0,0.08192484
1736210820,102067.0,102091.0,102067.0,102090.0,0.21292709
1736210880,102151.0,102189.0,102151.0,102189.0,0.02335587
1736210940,102204.0,102248.0,102204.0,102207.0,2.38757047
1736211000,102231.0,102243.0,102231.0,102243.0,0.41651313
1736211060,102243.0,102262.0,102241.0,102241.0,0.31371414
1736211120,102217.0,102217.0,102199.0,102208.0,0.29528754
1736211180,102246.0,102268.0,102246.0,102268.0,0.72002512
1736211240,102268.0,102268.0,102268.0,102268.0,0.0
1736211300,102260.0,102260.0,102140.0,102145.0,1.06039961
1736211360,102132.0,102132.0,102065.0,102065.0,0.133921
1736211420,102050.0,102051.0,102050.0,102051.0,0.00142296
1736211480,102072.0,102072.0,102072.0,102072.0,0.072054
1736211540,102080.0,102101.0,102080.0,102095.0,0.34797598
1736211600,102068.0,102121.0,102068.0,102119.0,0.64019903
1736211660,102025.0,102025.0,101985.0,101985.0,0.09832078
1736211720,101980.0,101980.0,101950.0,101950.0,0.00528869
1736211780,101915.0,101915.0,101868.0,101868.0,0.00686271
1736211840,101930.0,101956.0,101930.0,101956.0,0.00197803
1736211900,101932.0,101932.0,101913.0,101925.0,0.09228661
1736211960,101974.0,102031.0,101974.0,102031.0,0.00094664
1736212020,102052.0,102052.0,101996.0,101996.0,0.02872005
1736212080,101942.0,101942.0,101942.0,101942.0,0.17629478
1736212140,101950.0,101950.0,101950.0,101950.0,0.009
1736212200,101952.0,101952.0,101952.0,101952.0,0.17428857
1736212260,101890.0,101890.0,101890.0,101890.0,0.0248
1736212320,101890.0,101890.0,101890.0,101890.0,0.0
1736212380,101858.0,101858.0,101858.0,101858.0,15.48789912
1736212440,101858.0,101858.0,101858.0,101858.0,0.0
1736212500,101858.0,101858.0,101858.0,101858.0,0.0
1736212560,101912.0,101931.0,101912.0,101931.0,0.0225
1736212620,101931.0,101931.0,101931.0,101931.0,0.0
1736212680,101931.0,101931.0,101931.0,101931.0,0.0
1736212740,101931.0,101931.0,101931.0,101931.0,0.0
1736212800,101917.0,101917.0,101917.0,101917.0,0.0328
1736212860,101913.0,101945.0,101913.0,101945.0,0.63689877
1736212920,101954.0,101955.0,101954.0,101955.0,0.50893644
1736212980,101955.0,101955.0,101955.0,101955.0,0.0
1736213040,101940.0,101940.0,101940.0,101940.0,0.49038817
1736213100,101894.0,101894.0,101858.0,101858.0,4.03565522
1736213160,101858.0,101858.0,101810.0,101811.0,11.99222271
1736213220,101809.0,101809.0,101784.0,101797.0,1.47259275
1736213280,101774.0,101774.0,101773.0,101774.0,0.09415733
1736213340,101772.0,101772.0,101748.0,101748.0,1.13740842
1736213400,101748.0,101751.0,101738.0,101751.0,0.95246415
1736213460,101777.0,101777.0,101767.0,101767.0,0.31702
1736213520,101841.0,101847.0,101841.0,101847.0,0.00158346
1736213580,101830.0,101830.0,101784.0,101784.0,0.0672
1736213640,101797.0,101822.0,101797.0,101815.0,0.05611
1736213700,101778.0,101853.0,101777.0,101839.0,0.02377776
1736213760,101845.0,101845.0,101845.0,101845.0,0.00033559
1736213820,101815.0,101822.0,101815.0,101822.0,0.31073533
1736213880,101850.0,101850.0,101850.0,101850.0,0.17977118
1736213940,101910.0,101917.0,101900.0,101915.0,1.40509045
1736214000,101902.0,101996.0,101902.0,101996.0,0.58046856
1736214060,102000.0,102001.0,101980.0,101982.0,0.38432078
1736214120,102008.0,102021.0,102008.0,102021.0,0.47807876
1736214180,102005.0,102005.0,102005.0,102005.0,0.00298145
1736214240,102019.0,102035.0,102019.0,102035.0,0.24427015
1736214300,101976.0,101976.0,101958.0,101958.0,0.05350988
1736214360,101958.0,101999.0,101958.0,101999.0,0.49139607
1736214420,101994.0,101994.0,101994.0,101994.0,0.0004175
1736214480,102034.0,102041.0,102034.0,102041.0,0.54126072
1736214540,102041.0,102055.0,102041.0,102044.0,0.54259001
1736214600,102054.0,102054.0,102051.0,102051.0,0.06897173
1736214660,102051.0,102051.0,102051.0,102051.0,0.0
1736214720,102036.0,102036.0,102036.0,102036.0,0.00363
1736214780,102046.0,102046.0,102034.0,102034.0,0.07297858
1736214840,102036.0,102036.0,102016.0,102026.0,0.00292971
1736214900,101964.0,101964.0,101955.0,101955.0,0.00651338
1736214960,101926.0,101926.0,101887.0,101898.0,0.76286402
1736215020,101886.0,101886.0,101886.0,101886.0,0.0002
1736215080,101951.0,101951.0,101951.0,101951.0,0.00042
1736215140,101959.0,101971.0,101959.0,101968.0,0.26391917
1736215200,101997.0,102033.0,101997.0,102012.0,0.20119065
1736215260,101989.0,101989.0,101954.0,101977.0,0.26714774
1736215320,102015.0,102026.0,102015.0,102026.0,0.00124
1736215380,102042.0,102047.0,102032.0,102047.0,0.07963
1736215440,102059.0,102059.0,102023.0,102031.0,0.05489238
1736215500,102022.0,102022.0,101978.0,101978.0,0.524
1736215560,101941.0,101943.0,101931.0,101939.0,1.08327083
1736215620,101939.0,101939.0,101939.0,101939.0,0.0
1736215680,101974.0,101974.0,101974.0,101974.0,0.03246302
1736215740,101985.0,101985.0,101985.0,101985.0,0.00025
1736215800,102016.0,102023.0,102016.0,102023.0,0.01798357
1736215860,102007.0,102012.0,102007.0,102012.0,0.00334303
1736215920,102056.0,102056.0,102032.0,102032.0,0.02907063
1736215980,102032.0,102035.0,102030.0,102035.0,0.13658162
1736216040,102035.0,102035.0,102035.0,102035.0,0.055
1736216100,101993.0,102023.0,101987.0,102023.0,0.18839993
1736216160,102033.0,102053.0,102033.0,102049.0,0.28335599
1736216220,102043.0,102054.0,102043.0,102049.0,0.01023131
1736216280,102049.0,102049.0,102049.0,102049.0,0.0
1736216340,101997.0,102011.0,101997.0,101999.0,1.00222275
1736216400,101968.0,101993.0,101968.0,101993.0,0.00747222
1736216460,101996.0,102043.0,101996.0,102043.0,0.16230663
1736216520,102043.0,102043.0,102043.0,102043.0,0.0
1736216580,102013.0,102013.0,101983.0,101986.0,0.02446795
1736216640,101937.0,101937.0,101937.0,101937.0,0.00036559
1736216700,101935.0,101944.0,101935.0,101944.0,0.14049
1736216760,101946.0,101949.0,101938.0,101948.0,0.01736938
1736216820,101891.0,101891.0,101891.0,101891.0,0.00871
1736216880,101891.0,101891.0,101891.0,101891.0,0.0
1736216940,101891.0,101891.0,101891.0,101891.0,0.00018972
1736217000,101891.0,101891.0,101891.0,101891.0,0.0
1736217060,101857.0,101857.0,101853.0,101853.0,0.05351008
1736217120,101909.0,101909.0,101909.0,101909.0,0.00018843
1736217180,101864.0,101872.0,101864.0,101872.0,0.10768213
1736217240,101856.0,101856.0,101833.0,101833.0,0.04991921
1736217300,101833.0,101833.0,101833.0,101833.0,0.0
1736217360,101886.0,101886.0,101886.0,101886.0,0.00192126
1736217420,101892.0,101892.0,101881.0,101881.0,0.00361
1736217480,101881.0,101884.0,101844.0,101844.0,0.06547943
1736217540,101844.0,101848.0,101844.0,101848.0,0.00254033
1736217600,101881.0,101882.0,101879.0,101879.0,0.00159
1736217660,101879.0,101882.0,101871.0,101871.0,0.006
1736217720,101870.0,101870.0,101852.0,101852.0,0.01519631
1736217780,101838.0,101851.0,101838.0,101851.0,0.05391235
1736217840,101849.0,101849.0,101849.0,101849.0,0.00436
1736217900,101849.0,101849.0,101840.0,101843.0,0.186749
1736217960,101810.0,101874.0,101810.0,101869.0,0.11625771
1736218020,101826.0,101826.0,101817.0,101817.0,0.00610319
